# http://pdg.lbl.gov/2010/AtomicNuclearProperties/MUON_ELOSS_TABLES/muonloss_276.dat
# Incident particle is a   Muon with M =   105.65839 MeV
# Index =  276:  water (liquid) (H%2#O)
#      Absorber with <Z/A> =  0.55509, density = 1.000          
# Sternheimer coef:  a     k=m_s   x_0    x_1    I[eV]   Cbar  delta0 
#                 0.0912  3.4773  0.2400  2.8004   75.0  3.5017 0.00
# ( Restricted energy loss for Tcut =16.64 MeV
# Table written with (1X, 1P9E10.3,0PF8.4,1pE10.3)          post-Born included in pair prod
# *** Results below 10 MeV are not dependable ***
#      T         p     Ionization  brems     pair     photonuc  Radloss    dE/dx   CSDA Range dltterm dE/dx|_R
#    [MeV]    [MeV/c]  -----------------------[MeV cm^2/g]------------------------  [g/cm^2]  --[MeV cm^2/g]--
1.700E+01 6.230E+01 5.418E+00 0.000E+00 0.000E+00 5.760E-05 5.760E-05 5.418E+00 1.787E+00  0.0000 5.418E+00
2.000E+01 6.802E+01 4.852E+00 0.000E+00 0.000E+00 5.901E-05 5.901E-05 4.852E+00 2.374E+00  0.0000 4.852E+00
2.500E+01 7.686E+01 4.202E+00 0.000E+00 0.000E+00 6.136E-05 6.136E-05 4.202E+00 3.486E+00  0.0000 4.202E+00
3.000E+01 8.509E+01 3.764E+00 0.000E+00 0.000E+00 6.371E-05 6.371E-05 3.764E+00 4.747E+00  0.0000 3.764E+00
3.500E+01 9.285E+01 3.450E+00 0.000E+00 0.000E+00 6.606E-05 6.606E-05 3.450E+00 6.137E+00  0.0000 3.450E+00
4.000E+01 1.003E+02 3.214E+00 0.000E+00 0.000E+00 6.841E-05 6.841E-05 3.214E+00 7.640E+00  0.0000 3.214E+00
4.500E+01 1.074E+02 3.032E+00 0.000E+00 0.000E+00 7.075E-05 7.075E-05 3.032E+00 9.244E+00  0.0000 3.031E+00
5.000E+01 1.143E+02 2.886E+00 2.619E-07 0.000E+00 7.310E-05 7.336E-05 2.886E+00 1.094E+01  0.0000 2.886E+00
5.500E+01 1.210E+02 2.769E+00 8.442E-07 0.000E+00 7.545E-05 7.630E-05 2.769E+00 1.271E+01  0.0000 2.768E+00
6.000E+01 1.276E+02 2.671E+00 1.444E-06 0.000E+00 7.780E-05 7.924E-05 2.672E+00 1.454E+01  0.0000 2.671E+00
7.000E+01 1.403E+02 2.522E+00 2.695E-06 0.000E+00 8.250E-05 8.519E-05 2.522E+00 1.840E+01  0.0000 2.522E+00
8.000E+01 1.527E+02 2.413E+00 4.010E-06 0.000E+00 8.719E-05 9.120E-05 2.413E+00 2.246E+01  0.0000 2.413E+00
9.000E+01 1.647E+02 2.332E+00 5.386E-06 0.000E+00 9.189E-05 9.727E-05 2.332E+00 2.668E+01  0.0000 2.332E+00
1.000E+02 1.764E+02 2.270E+00 6.819E-06 0.000E+00 9.658E-05 1.034E-04 2.270E+00 3.103E+01  0.0000 2.269E+00
1.200E+02 1.994E+02 2.178E+00 9.849E-06 0.000E+00 1.060E-04 1.158E-04 2.178E+00 4.003E+01 -0.0055 2.177E+00
1.400E+02 2.218E+02 2.116E+00 1.308E-05 0.000E+00 1.154E-04 1.284E-04 2.116E+00 4.936E+01 -0.0127 2.116E+00
1.700E+02 2.546E+02 2.059E+00 1.826E-05 0.000E+00 1.295E-04 1.477E-04 2.059E+00 6.375E+01 -0.0223 2.058E+00
2.000E+02 2.868E+02 2.026E+00 2.382E-05 0.000E+00 1.435E-04 1.674E-04 2.026E+00 7.844E+01 -0.0308 2.026E+00
2.500E+02 3.396E+02 2.000E+00 3.381E-05 0.000E+00 1.670E-04 2.008E-04 2.000E+00 1.033E+02 -0.0437 1.999E+00
3.000E+02 3.917E+02 1.992E+00 4.459E-05 0.000E+00 1.905E-04 2.351E-04 1.992E+00 1.284E+02 -0.0552 1.991E+00
3.182E+02 4.105E+02 1.992E+00 5.607E-05 0.000E+00 2.140E-04 2.701E-04 1.993E+00 #Minimum_ionization
3.500E+02 4.432E+02 1.993E+00 5.607E-05 0.000E+00 2.140E-04 2.701E-04 1.993E+00 1.535E+02 -0.0658 1.991E+00
4.000E+02 4.945E+02 1.998E+00 6.817E-05 0.000E+00 2.375E-04 3.056E-04 1.999E+00 1.785E+02 -0.0757 1.993E+00
4.500E+02 5.455E+02 2.006E+00 8.083E-05 0.000E+00 2.610E-04 3.418E-04 2.007E+00 2.035E+02 -0.0849 1.996E+00
5.000E+02 5.964E+02 2.015E+00 9.400E-05 0.000E+00 2.844E-04 3.784E-04 2.016E+00 2.283E+02 -0.0935 1.998E+00
5.500E+02 6.471E+02 2.025E+00 1.076E-04 0.000E+00 3.079E-04 4.156E-04 2.026E+00 2.531E+02 -0.1017 2.001E+00
6.000E+02 6.977E+02 2.035E+00 1.217E-04 0.000E+00 3.314E-04 4.531E-04 2.036E+00 2.777E+02 -0.1094 2.004E+00
7.000E+02 7.987E+02 2.055E+00 1.510E-04 0.000E+00 3.784E-04 5.294E-04 2.056E+00 3.266E+02 -0.1238 2.009E+00
8.000E+02 8.995E+02 2.074E+00 1.817E-04 0.000E+00 4.253E-04 6.071E-04 2.075E+00 3.750E+02 -0.1370 2.013E+00
9.000E+02 1.000E+03 2.092E+00 2.137E-04 0.000E+00 4.723E-04 6.860E-04 2.093E+00 4.230E+02 -0.1492 2.017E+00
1.000E+03 1.101E+03 2.109E+00 2.468E-04 7.059E-06 5.193E-04 7.731E-04 2.109E+00 4.706E+02 -0.1605 2.021E+00
1.200E+03 1.301E+03 2.139E+00 3.160E-04 5.280E-05 6.132E-04 9.820E-04 2.140E+00 5.647E+02 -0.1809 2.027E+00
1.400E+03 1.502E+03 2.165E+00 3.886E-04 1.049E-04 7.071E-04 1.201E-03 2.166E+00 6.576E+02 -0.1991 2.032E+00
1.700E+03 1.803E+03 2.198E+00 5.031E-04 1.929E-04 8.480E-04 1.544E-03 2.200E+00 7.950E+02 -0.2230 2.038E+00
2.000E+03 2.103E+03 2.227E+00 6.233E-04 2.913E-04 9.922E-04 1.907E-03 2.229E+00 9.305E+02 -0.2439 2.043E+00
2.500E+03 2.604E+03 2.266E+00 8.340E-04 4.742E-04 1.245E-03 2.553E-03 2.268E+00 1.153E+03 -0.2738 2.049E+00
3.000E+03 3.104E+03 2.297E+00 1.056E-03 6.769E-04 1.500E-03 3.232E-03 2.300E+00 1.372E+03 -0.2991 2.053E+00
3.500E+03 3.604E+03 2.324E+00 1.286E-03 8.961E-04 1.757E-03 3.940E-03 2.328E+00 1.588E+03 -0.3212 2.056E+00
4.000E+03 4.104E+03 2.346E+00 1.525E-03 1.130E-03 2.017E-03 4.672E-03 2.351E+00 1.801E+03 -0.3407 2.059E+00
4.500E+03 4.604E+03 2.366E+00 1.771E-03 1.376E-03 2.279E-03 5.425E-03 2.371E+00 2.013E+03 -0.3582 2.061E+00
5.000E+03 5.105E+03 2.383E+00 2.023E-03 1.636E-03 2.537E-03 6.196E-03 2.390E+00 2.223E+03 -0.3741 2.062E+00
5.500E+03 5.605E+03 2.399E+00 2.286E-03 1.917E-03 2.774E-03 6.977E-03 2.406E+00 2.432E+03 -0.3886 2.064E+00
6.000E+03 6.105E+03 2.413E+00 2.555E-03 2.209E-03 3.010E-03 7.774E-03 2.421E+00 2.639E+03 -0.4020 2.065E+00
7.000E+03 7.105E+03 2.438E+00 3.106E-03 2.821E-03 3.480E-03 9.407E-03 2.447E+00 3.050E+03 -0.4260 2.067E+00
8.000E+03 8.105E+03 2.458E+00 3.675E-03 3.466E-03 3.947E-03 1.109E-02 2.470E+00 3.456E+03 -0.4471 2.068E+00
9.000E+03 9.105E+03 2.477E+00 4.259E-03 4.139E-03 4.411E-03 1.281E-02 2.489E+00 3.860E+03 -0.4659 2.069E+00
1.000E+04 1.011E+04 2.492E+00 4.857E-03 4.840E-03 4.871E-03 1.457E-02 2.507E+00 4.260E+03 -0.4829 2.070E+00
1.200E+04 1.211E+04 2.520E+00 6.103E-03 6.349E-03 5.765E-03 1.822E-02 2.538E+00 5.053E+03 -0.5125 2.071E+00
1.400E+04 1.411E+04 2.542E+00 7.392E-03 7.942E-03 6.649E-03 2.198E-02 2.564E+00 5.837E+03 -0.5378 2.072E+00
1.700E+04 1.711E+04 2.569E+00 9.393E-03 1.046E-02 7.957E-03 2.781E-02 2.597E+00 6.999E+03 -0.5699 2.072E+00
2.000E+04 2.011E+04 2.592E+00 1.146E-02 1.312E-02 9.249E-03 3.383E-02 2.625E+00 8.148E+03 -0.5970 2.073E+00
2.500E+04 2.511E+04 2.622E+00 1.506E-02 1.788E-02 1.140E-02 4.434E-02 2.666E+00 1.004E+04 -0.6345 2.073E+00
3.000E+04 3.011E+04 2.645E+00 1.879E-02 2.291E-02 1.352E-02 5.523E-02 2.701E+00 1.190E+04 -0.6652 2.073E+00
3.500E+04 3.511E+04 2.665E+00 2.263E-02 2.816E-02 1.563E-02 6.642E-02 2.731E+00 1.374E+04 -0.6913 2.074E+00
4.000E+04 4.011E+04 2.682E+00 2.657E-02 3.361E-02 1.771E-02 7.789E-02 2.760E+00 1.556E+04 -0.7139 2.074E+00
4.500E+04 4.511E+04 2.696E+00 3.059E-02 3.922E-02 1.978E-02 8.959E-02 2.786E+00 1.737E+04 -0.7339 2.074E+00
5.000E+04 5.011E+04 2.709E+00 3.469E-02 4.498E-02 2.183E-02 1.015E-01 2.811E+00 1.915E+04 -0.7519 2.074E+00
5.500E+04 5.511E+04 2.721E+00 3.884E-02 5.079E-02 2.392E-02 1.135E-01 2.834E+00 2.092E+04 -0.7681 2.074E+00
6.000E+04 6.011E+04 2.731E+00 4.305E-02 5.671E-02 2.600E-02 1.258E-01 2.857E+00 2.268E+04 -0.7829 2.074E+00
7.000E+04 7.011E+04 2.750E+00 5.162E-02 6.885E-02 3.014E-02 1.506E-01 2.900E+00 2.615E+04 -0.8091 2.074E+00
8.000E+04 8.011E+04 2.766E+00 6.039E-02 8.135E-02 3.426E-02 1.760E-01 2.942E+00 2.958E+04 -0.8318 2.074E+00
9.000E+04 9.011E+04 2.779E+00 6.932E-02 9.416E-02 3.835E-02 2.018E-01 2.981E+00 3.295E+04 -0.8519 2.074E+00
1.000E+05 1.001E+05 2.792E+00 7.839E-02 1.073E-01 4.243E-02 2.281E-01 3.020E+00 3.629E+04 -0.8698 2.074E+00
1.200E+05 1.201E+05 2.813E+00 9.681E-02 1.337E-01 5.071E-02 2.813E-01 3.094E+00 4.283E+04 -0.9009 2.074E+00
1.400E+05 1.401E+05 2.831E+00 1.156E-01 1.610E-01 5.897E-02 3.356E-01 3.166E+00 4.922E+04 -0.9271 2.074E+00
1.700E+05 1.701E+05 2.853E+00 1.446E-01 2.031E-01 7.130E-02 4.189E-01 3.272E+00 5.854E+04 -0.9602 2.074E+00
2.000E+05 2.001E+05 2.871E+00 1.741E-01 2.464E-01 8.359E-02 5.041E-01 3.375E+00 6.757E+04 -0.9879 2.074E+00
2.500E+05 2.501E+05 2.897E+00 2.239E-01 3.179E-01 1.044E-01 6.462E-01 3.543E+00 8.202E+04 -1.0259 2.074E+00
3.000E+05 3.001E+05 2.917E+00 2.748E-01 3.913E-01 1.252E-01 7.913E-01 3.709E+00 9.581E+04 -1.0570 2.074E+00
3.500E+05 3.501E+05 2.935E+00 3.266E-01 4.661E-01 1.461E-01 9.388E-01 3.874E+00 1.090E+05 -1.0832 2.074E+00
4.000E+05 4.001E+05 2.950E+00 3.792E-01 5.423E-01 1.669E-01 1.088E+00 4.038E+00 1.216E+05 -1.1060 2.074E+00
4.500E+05 4.501E+05 2.964E+00 4.325E-01 6.195E-01 1.877E-01 1.240E+00 4.203E+00 1.338E+05 -1.1261 2.074E+00
5.000E+05 5.001E+05 2.976E+00 4.865E-01 6.978E-01 2.085E-01 1.393E+00 4.368E+00 1.454E+05 -1.1440 2.074E+00
5.500E+05 5.501E+05 2.986E+00 5.401E-01 7.751E-01 2.298E-01 1.545E+00 4.531E+00 1.567E+05 -1.1602 2.074E+00
6.000E+05 6.001E+05 2.996E+00 5.941E-01 8.531E-01 2.512E-01 1.698E+00 4.695E+00 1.675E+05 -1.1751 2.074E+00
7.000E+05 7.001E+05 3.014E+00 7.033E-01 1.011E+00 2.941E-01 2.008E+00 5.022E+00 1.881E+05 -1.2013 2.074E+00
8.000E+05 8.001E+05 3.030E+00 8.139E-01 1.171E+00 3.371E-01 2.322E+00 5.351E+00 2.074E+05 -1.2241 2.074E+00
9.000E+05 9.001E+05 3.043E+00 9.257E-01 1.332E+00 3.803E-01 2.638E+00 5.682E+00 2.255E+05 -1.2442 2.074E+00
1.000E+06 1.000E+06 3.055E+00 1.039E+00 1.496E+00 4.235E-01 2.958E+00 6.013E+00 2.426E+05 -1.2621 2.074E+00
1.032E+06 1.032E+06 3.059E+00 1.075E+00 1.547E+00 4.377E-01 3.059E+00 6.118E+00 #Muon_critical_energy
1.200E+06 1.200E+06 3.077E+00 1.263E+00 1.817E+00 5.118E-01 3.592E+00 6.669E+00 2.742E+05 -1.2932 2.074E+00
1.400E+06 1.400E+06 3.095E+00 1.491E+00 2.142E+00 6.006E-01 4.233E+00 7.328E+00 3.028E+05 -1.3195 2.074E+00
1.700E+06 1.700E+06 3.118E+00 1.836E+00 2.634E+00 7.346E-01 5.206E+00 8.323E+00 3.412E+05 -1.3526 2.074E+00
2.000E+06 2.000E+06 3.137E+00 2.186E+00 3.132E+00 8.696E-01 6.188E+00 9.325E+00 3.752E+05 -1.3803 2.074E+00
2.500E+06 2.500E+06 3.164E+00 2.766E+00 3.953E+00 1.100E+00 7.819E+00 1.098E+01 4.246E+05 -1.4183 2.074E+00
3.000E+06 3.000E+06 3.186E+00 3.352E+00 4.781E+00 1.332E+00 9.465E+00 1.265E+01 4.670E+05 -1.4494 2.074E+00
3.500E+06 3.500E+06 3.204E+00 3.942E+00 5.614E+00 1.567E+00 1.112E+01 1.433E+01 5.041E+05 -1.4757 2.074E+00
4.000E+06 4.000E+06 3.221E+00 4.537E+00 6.452E+00 1.803E+00 1.279E+01 1.601E+01 5.371E+05 -1.4984 2.074E+00
4.500E+06 4.500E+06 3.235E+00 5.136E+00 7.295E+00 2.041E+00 1.447E+01 1.771E+01 5.668E+05 -1.5185 2.074E+00
5.000E+06 5.000E+06 3.248E+00 5.738E+00 8.141E+00 2.280E+00 1.616E+01 1.941E+01 5.937E+05 -1.5365 2.074E+00
5.500E+06 5.500E+06 3.260E+00 6.334E+00 8.977E+00 2.524E+00 1.783E+01 2.109E+01 6.184E+05 -1.5527 2.074E+00
6.000E+06 6.000E+06 3.271E+00 6.932E+00 9.816E+00 2.769E+00 1.952E+01 2.279E+01 6.412E+05 -1.5675 2.074E+00
7.000E+06 7.000E+06 3.290E+00 8.132E+00 1.150E+01 3.264E+00 2.289E+01 2.618E+01 6.822E+05 -1.5938 2.074E+00
8.000E+06 8.000E+06 3.307E+00 9.338E+00 1.318E+01 3.764E+00 2.629E+01 2.959E+01 7.181E+05 -1.6166 2.074E+00
9.000E+06 9.000E+06 3.322E+00 1.055E+01 1.488E+01 4.267E+00 2.969E+01 3.302E+01 7.500E+05 -1.6366 2.074E+00
1.000E+07 1.000E+07 3.335E+00 1.177E+01 1.658E+01 4.773E+00 3.312E+01 3.645E+01 7.789E+05 -1.6546 2.074E+00
1.200E+07 1.200E+07 3.358E+00 1.418E+01 1.995E+01 5.808E+00 3.994E+01 4.330E+01 8.291E+05 -1.6857 2.074E+00
1.400E+07 1.400E+07 3.378E+00 1.661E+01 2.333E+01 6.854E+00 4.680E+01 5.018E+01 8.720E+05 -1.7120 2.074E+00
1.700E+07 1.700E+07 3.403E+00 2.027E+01 2.842E+01 8.443E+00 5.713E+01 6.054E+01 9.264E+05 -1.7451 2.074E+00
2.000E+07 2.000E+07 3.425E+00 2.394E+01 3.352E+01 1.005E+01 6.752E+01 7.094E+01 9.721E+05 -1.7728 2.074E+00
2.500E+07 2.500E+07 3.454E+00 3.004E+01 4.199E+01 1.280E+01 8.483E+01 8.829E+01 1.035E+06 -1.8108 2.074E+00
3.000E+07 3.000E+07 3.479E+00 3.615E+01 5.048E+01 1.560E+01 1.022E+02 1.057E+02 1.087E+06 -1.8419 2.074E+00
3.500E+07 3.500E+07 3.499E+00 4.228E+01 5.897E+01 1.843E+01 1.197E+02 1.232E+02 1.131E+06 -1.8681 2.074E+00
4.000E+07 4.000E+07 3.517E+00 4.842E+01 6.748E+01 2.130E+01 1.372E+02 1.407E+02 1.169E+06 -1.8909 2.074E+00
4.500E+07 4.500E+07 3.533E+00 5.458E+01 7.600E+01 2.419E+01 1.548E+02 1.583E+02 1.202E+06 -1.9110 2.074E+00
5.000E+07 5.000E+07 3.548E+00 6.075E+01 8.453E+01 2.710E+01 1.724E+02 1.759E+02 1.232E+06 -1.9289 2.074E+00
5.500E+07 5.500E+07 3.561E+00 6.689E+01 9.303E+01 3.007E+01 1.900E+02 1.935E+02 1.259E+06 -1.9452 2.074E+00
6.000E+07 6.000E+07 3.573E+00 7.303E+01 1.015E+02 3.306E+01 2.076E+02 2.112E+02 1.284E+06 -1.9600 2.074E+00
7.000E+07 7.000E+07 3.594E+00 8.534E+01 1.185E+02 3.909E+01 2.430E+02 2.466E+02 1.328E+06 -1.9863 2.074E+00
8.000E+07 8.000E+07 3.613E+00 9.766E+01 1.356E+02 4.520E+01 2.784E+02 2.820E+02 1.365E+06 -2.0091 2.074E+00
9.000E+07 9.000E+07 3.630E+00 1.100E+02 1.526E+02 5.137E+01 3.140E+02 3.176E+02 1.399E+06 -2.0291 2.074E+00
1.000E+08 1.000E+08 3.645E+00 1.223E+02 1.697E+02 5.759E+01 3.496E+02 3.532E+02 1.429E+06 -2.0471 2.074E+00
1.200E+08 1.200E+08 3.671E+00 1.468E+02 2.036E+02 6.911E+01 4.195E+02 4.232E+02 1.480E+06 -2.0782 2.074E+00
1.400E+08 1.400E+08 3.693E+00 1.713E+02 2.375E+02 8.063E+01 4.894E+02 4.931E+02 1.524E+06 -2.1044 2.074E+00
1.700E+08 1.700E+08 3.721E+00 2.080E+02 2.884E+02 9.790E+01 5.943E+02 5.980E+02 1.579E+06 -2.1375 2.074E+00
2.000E+08 2.000E+08 3.745E+00 2.447E+02 3.393E+02 1.152E+02 6.992E+02 7.029E+02 1.625E+06 -2.1652 2.074E+00
2.500E+08 2.500E+08 3.777E+00 3.059E+02 4.242E+02 1.440E+02 8.740E+02 8.778E+02 1.689E+06 -2.2033 2.074E+00
3.000E+08 3.000E+08 3.805E+00 3.670E+02 5.090E+02 1.728E+02 1.049E+03 1.053E+03 1.741E+06 -2.2344 2.074E+00
3.500E+08 3.500E+08 3.828E+00 4.282E+02 5.938E+02 2.016E+02 1.224E+03 1.227E+03 1.785E+06 -2.2606 2.074E+00
4.000E+08 4.000E+08 3.848E+00 4.894E+02 6.786E+02 2.304E+02 1.398E+03 1.402E+03 1.823E+06 -2.2834 2.074E+00
4.500E+08 4.500E+08 3.866E+00 5.506E+02 7.635E+02 2.592E+02 1.573E+03 1.577E+03 1.857E+06 -2.3035 2.074E+00
5.000E+08 5.000E+08 3.882E+00 6.117E+02 8.483E+02 2.880E+02 1.748E+03 1.752E+03 1.887E+06 -2.3214 2.074E+00
5.500E+08 5.500E+08 3.897E+00 6.729E+02 9.331E+02 3.167E+02 1.923E+03 1.927E+03 1.914E+06 -2.3377 2.074E+00
6.000E+08 6.000E+08 3.910E+00 7.341E+02 1.018E+03 3.455E+02 2.098E+03 2.101E+03 1.939E+06 -2.3525 2.074E+00
7.000E+08 7.000E+08 3.934E+00 8.564E+02 1.188E+03 4.031E+02 2.447E+03 2.451E+03 1.983E+06 -2.3788 2.074E+00
8.000E+08 8.000E+08 3.955E+00 9.788E+02 1.357E+03 4.607E+02 2.797E+03 2.801E+03 2.021E+06 -2.4015 2.074E+00
9.000E+08 9.000E+08 3.973E+00 1.101E+03 1.527E+03 5.183E+02 3.146E+03 3.150E+03 2.055E+06 -2.4216 2.074E+00
1.000E+09 1.000E+09 3.990E+00 1.223E+03 1.697E+03 5.759E+02 3.496E+03 3.500E+03 2.085E+06 -2.4396 2.074E+00
